interview__key;date_q;hh_02;settlement;members;memnal;weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_1n;hous_29_2n;hous_29_3n;hous_29_4n;hous_29_5n;hous_29_6n;hous_39;hous_44;soc_01;soc_05;hous_47_8
30-87-17-42;2019,06;1;1;2;2;294,296296;73387,12121;0;0;4933,379337;19577,27273;16600;0;109564,3939;110000;126600;16600;110000;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;55;65696,24219;1;588,59259;1,481947;2;1;1;;;0;;;;1;3;2;;
30-87-19-27;2019,02;4;2;10;10;192,157407;29134,82143;83304,79307;0;5477,68992;183260,4167;47820,83337;0;343520,8645;3051583,333;3182708,96;131125,6264;;250000;2801583,333;;;;;;;;;;;;;;1;;1;2;;;;;;1;2;1;55;74444,39844;1;1921,574097;6,501501;1;1;1;0;0;0;0;0;0;2;3;2;;
30-88-73-78;2019,05;1;1;1;1;118,388889;40236,90476;0;0;1779,218577;9255,357143;6413,888916;0;55906,15082;48000;54413,88892;6413,888916;;;;39000;9000;;;;;;;;;;;;;;;;;;1;;1;2;5;3;75;66715,40625;1;118,388885;1;2;1;1;0;1;0;0;0;0;1;3;1;1;3
30-89-34-69;2019,05;2;2;3;2;128,05314;33827,67857;1303,571429;0;1400,325396;4236,607143;15400;18333,33333;73101,19048;111450;128153,5714;16703,57143;;;;;;;;;;;;;;111450;;;;;;1;;;;;;1;;1;42;48487,21094;1;256,106293;1,546452;1;1;1;0;0;0;0;0;1;2;2;2;;1
30-90-62-46;2019,1;7;1;2;2;199,569444;13470,2381;0;0;4266,546247;1347,02381;13000;0;27817,26191;110000;123000;13000;110000;;;;;;;;;;;;;;;;;;;1;;;;;;2;3;4;42;29754,11523;2;399,138885;1,827663;2;1;1;0;1;1;0;0;0;1;3;2;;
30-92-04-06;2019,1;7;2;4;4;259,527778;36174,10714;5138,244048;0;4338,492662;63070,77381;39080,55566;0;143463,6807;636250;680468,7997;44218,79971;370000;200000;16250;50000;;;;;;;;;;;;;;;;;;1;;;1;1;6;3;66;54205,39844;1;1038,111084;3,340352;1;1;1;0;0;1;0;0;0;2;2;2;;1
30-92-05-96;2019,12;8;1;3;3;185,768519;61724,10714;0;0;5109,338238;8410,714286;25400;0;95534,82143;120000;145400;25400;120000;;;;;;;;;;;;;;;;;;1;;;;;;;1;6;1;52;54457,92578;1;557,305542;2,334661;1;1;1;0;0;1;0;0;0;1;3;2;;
30-93-22-97;2019,08;8;1;4;4;185,768519;46733,03571;564,880952;0;3824,204541;0;19080;0;66377,91667;232000;251644,881;19644,88095;232000;;;;;;;;;;;;;;;;;;;2;;;;;;1;6;1;52;41072,83203;2;743,074097;3,340352;1;1;1;0;0;1;0;0;0;1;2;2;;
30-94-15-42;2019,04;6;2;3;3;146,666667;28396,13095;9214,877485;5105,654762;2430,523411;151873,869;22800;83333,33333;300723,8656;242666,6667;274681,5442;32014,87749;230000;;12666,66667;;;;;;;;;;;;;;;;;1;;;;;;1;5;1;41;93530,53125;1;440;2,600731;1;1;1;0;0;1;0;0;0;2;3;2;;
30-94-77-93;2019,11;3;1;7;7;91,064815;54576,19048;517,290254;0;2847,426898;71074,40476;37397,22266;0;163565,1081;241833,3333;279747,8462;37914,51291;108000;;;;50500;83333,33333;;;;;;;;;;;2;;;3;;;;;;1;3;1;48;45937,37109;1;637,453674;4,718781;2;1;1;0;0;0;0;0;1;1;4;1;12;1
30-95-47-35;2019,08;9;1;4;4;117,453704;151018,75;5863,238412;0;1858,126189;59191,72619;27841,66666;0;243915,3813;775000;808704,9051;33704,90507;770000;;;;;;;;;;;;5000;;;;;;;1;;;;;;1;3;1;48;76393,80469;1;469,814819;3,084571;2;1;1;0;0;1;0;0;0;1;1;2;;1
30-95-59-13;2019,05;3;1;4;4;91,064815;35413,69048;0;3041,666667;2096,620831;31052,08333;106800;0;176307,4405;100000;206800;106800;100000;;;;;;;;;;;;;;;;;;;1;;;;;;1;6;1;46;60876,44922;1;364,259247;3,340352;2;1;1;0;0;1;0;0;0;1;2;2;;1
30-96-41-67;2019,11;6;1;1;1;156,330247;50643,75;385,116697;54967,26191;1435,061075;91492,55952;12013,88892;0;209502,577;180000;192399,0056;12399,00561;180000;;;;;;;;;;;;;;;;;;;;1;;;;1;1;6;3;64;228077,2969;1;156,330246;1;2;1;1;0;0;1;0;0;0;1;3;2;;
30-98-22-64;2019,12;8;1;2;2;185,768519;25376,19048;0;0;3303,679535;1151,488095;117958,3281;0;144486,0067;148300;266258,3281;117958,3281;;;;74000;;;;;;;;;;74300;;;;;;;;2;;;2;1;3;1;69;100308,9219;1;371,537048;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;2
30-98-35-16;2019,02;1;1;6;5;164,703704;99810,11905;0;10863,09524;3239,535074;121818,75;78100;0;310591,9643;309000;387100;78100;70000;;;39000;;;;;;;;;;200000;;;1;;;1;1;;;;1;2;6;3;64;79309,51563;1;823,518494;3,808277;2;1;1;0;0;1;0;0;0;1;2;2;;1
31-00-96-04;2019,01;10;2;4;4;40,74537;100483,631;43641,39881;0;4716,571175;207390,7738;59538,69048;0;411054,494;0;103180,0893;103180,0893;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;53;109526,7188;1;162,981476;3,340352;1;1;1;0;0;0;0;0;1;2;3;2;;
31-01-54-07;2019,02;4;1;6;6;109,824074;46863,39286;0;0;3582,880884;64961,30952;32200;0;144024,7024;65000;97200;32200;65000;;;;;;;;;;;;;;;;;1;;;;;;;;1;3;1;62;54815,19141;1;658,944458;4,511097;1;1;1;0;0;1;0;0;0;2;3;2;;
31-03-18-19;2019,06;2;2;3;3;128,05314;23395,48611;1029,3347;0;3939,71875;17819,09722;7000;0;49243,91803;199166,6667;207196,0014;8029,3347;52500;132000;14666,66667;;;;;;;;;;;;;;;;;;;;;;;1;2;1;61;35581,375;2;384,159424;2,274502;1;1;1;0;0;0;0;0;1;4;2;2;;
31-03-81-65;2019,03;1;1;3;3;164,703704;78670,53571;431,32339;0;5209,376343;172571,131;89955,55469;0;341628,5447;82000;172386,8781;90386,87808;;;;82000;;;;;;;;;;;;;;;;;1;;1;;2;2;6;1;73;137762,5156;1;494,111115;2,600731;2;1;1;0;0;1;0;0;0;1;2;2;;2
31-03-92-94;2019,01;11;2;2;2;99,796296;42474,70238;59343,03342;3258,928571;1147,298036;184773,8095;24146,42865;0;313996,9026;133812,5;217301,9621;83489,46208;85000;;7812,5;28000;;;;;;;;;13000;;;;;;;;;1;;;1;2;3;3;68;151565,5938;1;199,59259;1,827663;1;1;1;0;0;0;0;0;1;4;3;2;;
31-07-61-68;2019,04;8;2;4;4;126,657407;10906,54762;18691,02404;0;1258,497687;22036,30952;3485,277771;0;55119,15896;42166,66667;64342,96848;22176,30181;;;4666,666667;;37500;;;;;;;;;;;;;;3;;;;;;;2;3;3;40;28635,73438;2;506,629639;2,56298;1;1;1;0;0;1;0;1;0;2;4;1;10;1
31-08-20-47;2019,06;1;1;4;3;247,472222;74470,13889;0;0;5876,126007;4055,555556;147445,833;0;225971,5275;150000;297445,833;147445,833;150000;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;46;71992,30469;1;742,416687;2,274923;2;1;1;0;0;1;0;0;0;1;2;2;;1
31-10-67-05;2019,04;9;2;2;2;117,314815;43495,83333;1086,309524;0;1347,385912;6257,142857;38931,94434;0;89771,23005;171000;211018,2539;40018,25386;120000;;;51000;;;;;;;;;;;;;;;;;;;1;;1;1;3;2;24;62625,35938;1;234,629623;1,827663;1;1;1;0;0;0;0;0;0;1;2;2;;1
31-10-90-70;2019,11;11;2;4;4;99,796296;45125,29762;19162,49996;0;2872,140305;94916,36905;27431,54762;0;186635,7142;143850;190444,0476;46594,04758;55000;;4850;74000;;;;;;;;;10000;;;;;;;;;;;2;2;1;1;1;87;57786,23828;1;399,185181;3,340352;1;1;1;0;0;0;0;0;1;4;3;2;;1
31-14-67-57;2019,08;5;2;2;2;156,842593;14991,07143;17582,22594;0;2228,490497;9885,416667;14000;0;56458,71403;36666,66667;68248,89261;31582,22594;;;32166,66667;;;;;;;;;;4500;;;;;;;;;;;;;1;3;1;54;43997,16016;2;313,685181;1,827663;1;1;2;0;0;0;0;0;1;2;3;2;;1
31-15-24-98;2019,02;6;1;1;1;156,330247;7908,333333;3445,77381;0;694,031084;0;14911,80566;0;26265,91281;48000;66357,57947;18357,57947;;;;30000;18000;;;;;;;;;;;;;;;;1;;;;1;2;3;2;63;50805,19531;1;156,330246;1;2;1;1;0;1;0;0;0;0;1;3;1;20;1
31-17-64-33;2019,05;3;2;4;4;222,138889;39867,55952;6108,769288;13513,69048;2156,809253;147864,5833;258230,5625;0;465585,1651;551166,6667;815505,9985;264339,3318;120000;400000;31166,66667;;;;;;;;;;;;;;;;;;;;;;;1;3;1;61;150991,6719;1;888,555542;3,340352;2;1;1;0;0;1;0;0;0;2;3;2;;1
31-19-50-95;2019,06;6;1;4;4;156,330247;46146,42857;1433,928571;0;3865,399644;41675,59524;22355,55566;0;111611,508;210000;233789,4842;23789,48424;210000;;;;;;;;;;;;;;;;;;1;1;;;;;;1;6;1;39;56871,22656;1;625,320984;2,825577;1;1;1;0;0;1;0;0;0;2;2;2;;
31-19-81-01;2019,07;6;2;1;1;146,666667;52838,09524;8788,244004;0;2276,904764;10515,47619;2300;0;74441,81543;80250;91338,244;11088,244;;5000;32250;25000;18000;;;;;;;;;;;;;;;;;;;;;1;1;4;51;82591,59375;1;146,666672;1;1;2;;0;0;0;0;0;1;2;4;1;10;1
31-21-73-16;2019,01;9;1;1;1;117,453704;34175,29762;0;0;1740,967925;4475,595238;11868,05554;0;50518,9484;115000;126868,0555;11868,05554;;;;55000;;;;;;;;;60000;;;;;;;;;1;;;1;2;6;2;70;69966,74219;1;117,453705;1;2;1;1;0;1;0;0;0;0;1;2;2;;1
31-22-96-68;2019,01;11;2;6;6;99,796296;49622,61905;4899,255952;0;1471,494176;52825,29762;13148,61108;0;120495,7837;37000;55047,86704;18047,86704;;;;37000;;;;;;;;;;;;;1;;1;;;1;;;1;1;3;1;67;35881,65625;2;598,777771;4,266974;2;1;1;0;0;0;0;0;1;2;3;2;;1
31-24-73-61;2019,11;4;2;4;4;192,157407;27613,9881;2482,944262;0;2989,489317;118162,5;10527,77783;0;158787,2102;97000;110010,7221;13010,72209;;40000;;57000;;;;;;;;;;;;;;;;1;1;;;;1;2;3;3;48;56565,84375;1;768,629639;3,340352;1;1;3;0;0;0;0;0;1;2;5;2;;
31-25-15-06;2019,02;1;1;6;6;173,953704;128271,4286;0;0;4576,297999;52142,85714;60720,83337;0;241135,1191;400000;460720,8334;60720,83337;330000;;;70000;;;;;;;;;;;;;;;;1;2;;;;2;1;6;1;64;53131,9375;1;1043,722168;4,75326;1;1;1;0;0;1;0;0;0;1;2;2;;1
31-27-15-27;2019,1;1;1;5;5;254,351852;114410,119;0;11623,51191;5436,793125;97453,86905;34615,8335;0;258103,3335;480000;514615,8335;34615,8335;480000;;;;;;;;;;;;;;;;1;;1;;;;;;;1;3;1;44;65357,95313;1;1271,759277;3,557276;1;1;1;0;0;1;0;0;0;1;3;2;;2
31-29-44-98;2019,07;9;1;2;1;117,453704;27744,34524;0;0;940,893878;3584,821429;7500;0;38829,16667;145300;152800;7500;;;;36000;;;;;;;;;;109300;;;;;;;1;;;;1;1;;1;69;45354,25;1;117,453705;1,000477;2;1;1;0;0;0;0;0;1;2;3;2;;
31-31-70-70;2019,09;1;1;6;6;164,703704;161903,5714;0;0;4124,250081;161502,6786;118649,998;0;442056,248;915000;1033649,998;118649,998;;800000;;115000;;;;;;;;;;;;;;;;2;1;;;1;2;2;6;3;63;90030,44531;1;988,222229;4,511097;2;1;1;0;0;1;0;0;0;1;2;2;;1
31-32-63-70;2019,07;8;1;1;1;185,768519;42018,45238;0;0;1503,946156;6083,333333;32447,22266;0;80549,00837;55000;87447,22266;32447,22266;;;;37000;18000;;;;;;;;;;;;;;;;;;;1;1;2;3;3;82;80610,5625;1;185,768524;1;2;1;1;0;0;1;0;0;0;1;2;1;5;2
31-33-12-20;2019,1;8;2;8;8;126,657407;75172,61905;46917,70803;0;4306,61378;59138,69048;39000;0;220229,0176;380000;465917,708;85917,70803;174000;80000;126000;;;;;;;;;;;;;;2;;;;;;;;;1;3;1;59;47713,33203;1;1013,259277;5,637556;1;1;1;0;0;1;0;0;0;1;2;2;;
31-34-64-63;2019,04;1;1;1;1;92,657407;11688,69048;0;0;1108,431233;1738,095238;29508,33203;0;42935,11775;49000;78508,33203;29508,33203;;;;49000;;;;;;;;;;;;;;;;;;;1;;1;1;5;3;80;65516,94531;1;92,65741;1;2;1;1;0;0;0;0;0;0;1;3;2;;2
31-39-52-06;2019,09;6;2;7;7;146,666667;38325;53424,70238;12601,19048;8027,103182;73883,92857;98973,61035;45000;322208,4318;237041,6667;389439,9794;152398,3127;100000;;92541,66667;34500;;;;;;;;;10000;;;;;1;;2;1;;;;1;1;4;1;65;62675,29688;1;1026,666626;4,718781;1;1;1;0;0;0;0;0;1;2;3;2;;2
31-40-45-04;2019,04;10;1;5;5;51,435185;105419,0972;23243,40278;4435,763889;12054,67804;242699,6528;55416,66675;0;431214,5834;45000;123660,0695;78660,06953;;;;;15000;;;;;;;;30000;;;;;;2;;;;;;;2;5;4;62;108605,4375;1;257,175934;2,953192;2;1;1;0;0;0;0;0;0;1;2;2;;1
31-40-58-10;2019,04;1;1;1;1;24,027778;1955,357143;7070,323098;0;1179,869263;61050,59524;35093,05566;0;105169,3311;115000;157163,3788;42163,37876;;;;40000;;;;;;;;;75000;;;;;;;;;;;1;1;2;2;3;81;67155,98438;1;24,027779;1;1;1;1;0;0;0;0;0;0;1;3;2;;
31-42-23-51;2019,12;1;1;1;1;294,296296;21577,58333;815,166667;0;2244,645817;7665;9600;0;39657,75;44000;54415,16667;10415,16667;;44000;;;;;;;;;;;;;;;;;;;;;;;;2;4;4;54;67956,96094;1;294,296295;0,746365;2;1;1;;1;;;;;1;3;2;;
31-45-69-43;2019,04;9;1;3;3;117,453704;76736,90476;2281,25;0;1412,690112;8000;10761,11108;0;97779,26585;200000;213042,3611;13042,36108;120000;;;80000;;;;;;;;;;;;;;;;;;;;;;1;3;1;54;37806,60156;2;352,361115;2,600731;4;1;1;0;0;1;0;0;0;1;3;2;;1
31-47-13-29;2019,11;1;1;4;4;294,296296;113171,7262;0;0;7272,656221;65081,84524;87566,66406;0;265820,2355;406500;494066,6641;87566,66406;325000;;;81500;;;;;;;;;;;;;;;;;;1;;;1;1;3;1;70;64388,16016;1;1177,185181;3,340352;2;1;1;;;1;;;;1;2;2;;1
31-50-20-14;2019,08;1;1;2;2;317,287037;49687,79762;0;4345,238095;2750,068534;35804,76191;15100;0;104937,7976;110333,3333;125433,3333;15100;;;;102000;;;;;;;;8333,333333;;;;;;;;;;2;;;2;1;6;1;68;75555,79688;1;634,574097;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;1
31-55-42-05;2019,05;4;2;4;4;192,157407;39324,40476;2085,714286;0;3766,337604;68700,59524;46100;0;156210,7143;180000;228185,7143;48185,71429;140000;;;40000;;;;;;;;;;;;;;;;1;;;;;;2;4;2;49;59098,52344;1;768,629639;3,340352;2;1;1;0;0;0;0;0;1;2;3;2;;
31-55-52-30;2019,01;6;1;2;2;156,330247;23073,21429;0;0;7377,85218;0;44734,72217;0;67807,93645;105290;150024,7222;44734,72217;;;;83000;;;;;;;;;;22290;;;;;;;;;2;;2;1;3;1;78;76375,55469;1;312,660492;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;
31-57-45-99;2019,08;1;1;1;1;24,027778;28330,95238;3802,083333;0;1640,171654;1303,571429;10143,88892;0;43580,49606;65000;78945,97225;13945,97225;65000;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;56;64522,58594;1;24,027779;1;1;1;1;0;1;0;0;0;0;1;3;2;;
31-57-81-39;2019,06;11;1;4;4;150,777778;23420,83333;4280,059524;543,154762;4682,149227;44806,54762;15400;0;88450,59524;60000;79680,05952;19680,05952;50000;;;;;;;;;;;;10000;;;;2;;;;;;;;;1;3;1;37;37568,21094;2;603,111084;2,825577;2;1;1;0;0;1;0;0;0;1;3;2;;1
31-66-25-54;2019,1;9;2;1;1;117,314815;32263,39286;18732,26391;0;1061,675856;4641,369048;5016,666626;0;60653,69244;49000;72748,93054;23748,93054;;;;39000;;;;;;;;;10000;;;;;;;;;1;;;1;2;5;3;67;66225,72656;1;117,314812;1;1;1;1;0;0;0;0;0;1;1;3;2;;1
31-70-03-07;2019,04;4;1;6;6;109,824074;207463,3929;241,160714;0;1913,999786;183166,6667;373294,4375;0;764165,6577;620000;993535,5982;373535,5982;320000;300000;;;;;;;;;;;;;;;1;1;;;;;;;;1;6;1;52;164194,8125;1;658,944458;4,266974;1;1;1;0;0;0;0;0;0;1;2;2;;1
31-70-23-44;2019,07;5;2;4;2;156,842593;32480,65476;3338,313708;0;3148,751218;10971,72619;24538,88867;0;71329,58333;193676,6667;221553,869;27877,20238;;;13541,66667;36000;;;;;;;;;;144135;;;;;;;;;;1;1;1;1;3;86;66870,42188;1;313,685181;1,828534;1;1;1;0;0;0;0;0;1;2;3;2;;
31-71-20-71;2019,05;4;1;6;6;109,824074;28656,84524;0;0;4726,144763;79815,17857;25587,50005;0;134059,5239;465000;490587,5;25587,50005;334000;100000;;25500;;;;;5500;;;;;;;;;;;1;;;1;;1;2;6;3;75;42757,50391;2;658,944458;4,75326;2;1;1;0;0;1;0;0;0;1;3;2;;
31-72-79-22;2019,03;8;1;5;5;185,768519;73477,97619;912,5;0;6443,790578;52703,86905;22308,33301;0;149402,6782;89000;112220,833;23220,83301;65000;;;;24000;;;;;;;;;;;;1;;;;;;;;;1;5;1;55;46184,66016;1;928,84259;3,807887;4;1;1;0;0;0;0;0;1;1;5;1;3;2
31-75-76-42;2019,08;8;1;3;3;185,768519;36630,35714;0;0;1965,03517;3586,607143;10200;0;50416,96429;217300;227500;10200;55000;;;88000;;;;;;;;;;74300;;;;;;;;;;1;1;1;2;1;60;37089,02344;2;557,305542;2,600731;1;1;1;0;0;0;0;0;1;1;3;2;;
31-75-79-10;2019,04;10;2;2;2;40,74537;22486,60714;30883,77976;0;2663,375365;43676,78571;35347,22266;0;132394,3953;99916,66667;166147,6691;66231,00242;;;45416,66667;54500;;;;;;;;;;;;;;;;;1;;;;1;1;3;1;63;77933,82813;1;81,490738;1,827663;1;1;1;0;0;1;0;0;0;3;3;2;;2
31-78-18-42;2019,09;8;2;2;1;126,657407;11797,32143;0;0;963,115234;7930,059524;8133,333252;0;27860,7142;105150;113283,3333;8133,333252;35000;;;33000;;;;;;;;;;37150;;;;;;;;;;;;2;3;4;54;51336,34375;1;126,65741;1,000477;1;1;1;0;0;0;0;0;1;3;3;2;;1
31-78-42-05;2019,04;1;1;7;7;254,351852;81016,96429;4953,571429;11254,16667;8402,066339;54389,58333;40533,33301;0;192147,6187;360000;405486,9044;45486,90444;270000;;;83000;;;;;;;;;7000;;;;1;;1;1;;2;;;2;1;6;1;39;43607,625;2;1780,463013;4,718781;2;1;1;0;0;0;0;0;0;3;3;2;;1
31-79-47-90;2019,03;7;1;5;4;199,569444;100613,9881;0;0;5016,728965;43322,02381;91436,1106;26666,66667;262038,7892;789450;880886,1106;91436,1106;309000;;;;;;;;;;;;;480450;;;;;;;;1;;;1;1;;1;46;85251,71094;1;798,277771;3,34075;2;1;1;0;0;1;0;0;0;1;2;2;;1
31-80-64-08;2019,06;5;2;4;3;156,842593;4888,392857;18485,0429;0;3041,666667;0;16116,66666;0;39490,10242;41125;75726,70956;34601,70956;;;16125;25000;;;;;;;;;;;;;;;;1;;;;;;1;2;1;49;31352,73438;2;470,527771;2,601145;1;1;1;0;0;0;0;0;1;4;3;2;;
31-84-23-37;2019,09;1;1;4;4;164,703704;89772,61905;4345,238095;9125;2501,412284;53255,65476;32900;0;189398,5119;537600;574845,2381;37245,2381;350000;;;;;;;;;;;;;187600;;;;;2;;;;;;;1;6;1;38;82915,60938;1;658,814819;2,825577;2;1;1;0;1;1;0;0;0;1;2;2;;2
31-85-06-24;2019,05;6;1;4;4;156,330247;59290,77381;6840,128939;0;3009,90504;27766,07143;98320,83337;0;192217,8076;139000;244160,9623;105160,9623;90000;;;;29000;;;;;;;;20000;;;;;1;1;;;;;;;1;3;1;40;62409,98438;1;625,320984;2,825577;2;1;1;0;1;0;0;0;0;1;3;1;5;
31-87-32-27;2019,01;4;1;2;2;109,824074;23181,84524;0;0;1792,608223;2389,880952;49938,88867;0;75510,61486;72000;121938,8887;49938,88867;;;;72000;;;;;;;;;;;;;;;;;;1;1;;2;1;5;1;73;61786,90234;1;219,648148;1,827663;2;1;1;0;0;1;0;0;0;2;3;2;;
31-87-70-52;2019,09;4;2;6;6;192,157407;79170,2381;0;0;3188,339746;41453,57143;67315,47619;25000;212939,2857;150000;217315,4762;67315,47619;150000;;;;;;;;;;;;;;;;2;;;;;;;;;2;5;3;58;46582,98828;1;1152,944458;4,266974;2;5;;0;0;0;0;0;1;2;4;2;;
31-88-49-02;2019,07;6;2;5;5;146,666667;22052,08333;19729,98907;0;3040,21826;14339,28571;9750;0;65871,35812;61000;90479,98907;29479,98907;;;;25000;33000;;;;;;;;3000;;;;;;1;2;;;;;;1;3;1;40;30226,35547;2;733,333313;3,557276;1;1;1;0;0;0;0;0;1;1;3;1;15;1
31-91-92-08;2019,01;4;1;1;1;109,824074;29808,33333;1074,903274;0;1273,796671;2129,166667;53041,66797;0;86054,07124;35000;89116,57124;54116,57124;;;;35000;;;;;;;;;;;;;;;;;;1;;;1;2;3;3;69;96131,67969;1;109,824074;1;2;1;1;0;1;0;0;0;0;2;3;2;;
31-96-61-47;2019,06;1;1;1;1;310,212963;30264,58333;0;0;4382,30974;3215,47619;16538,88867;0;50018,9482;97300;113838,8887;16538,88867;;;;;23000;;;;;;;;;74300;;;;;;;;;;;;2;3;4;51;72236,33594;1;310,212952;1;2;1;1;0;1;0;0;0;0;1;3;1;2;
31-97-44-84;2019,08;11;2;6;6;99,796296;7951,785714;24488,611;0;2283,83646;13035,71429;19801,66675;0;65277,77775;181458,3333;225748,6111;44290,27775;48000;20000;38958,33333;40000;34500;;;;;;;;;;;;;;1;2;;1;;;1;1;3;1;45;26845,38867;2;598,777771;4,266974;1;3;;0;0;0;0;0;1;2;3;1;10;1
31-98-65-62;2019,1;4;1;6;6;109,824074;51838,69048;2144,966939;0;3541,083218;132330,3571;90187,5;0;276501,5146;273333,3333;365665,8003;92332,46694;150000;;;40000;;83333,33333;;;;;;;;;;;1;;2;;;;1;;1;2;2;2;80;71892,1875;1;658,944458;4,020745;1;1;1;0;0;1;0;0;0;1;3;2;;
32-00-58-32;2019,1;5;1;2;2;192,638889;22530,05952;0;0;3878,387326;8000;20869,44434;0;51399,50386;99000;119869,4443;20869,44434;60000;;;39000;;;;;;;;;;;;;;;;;1;;;;1;1;5;1;63;59069,05859;1;385,277771;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;
32-00-60-34;2019,12;10;2;2;2;40,74537;18526,51515;18208,5492;0;2417,421584;63799,24242;53538,88867;0;154073,1955;117333,3333;189080,7712;71747,43788;;;83333,33333;34000;;;;;;;;;;;;;;;;;;;;;;1;3;1;61;112968,1484;1;81,490738;1,481947;1;1;1;0;0;0;0;0;1;2;3;2;;1
32-04-44-77;2019,07;1;1;3;3;247,472222;50889,42308;3599,60555;0;1845,554575;9125;14720,83337;0;78334,862;160000;178320,4389;18320,43892;100000;;;37000;23000;;;;;;;;;;;;;;;1;;;1;;1;2;2;3;76;40802,79688;2;742,416687;2,438432;2;1;1;0;1;0;0;0;0;1;3;1;15;1
32-07-36-28;2019,08;4;1;3;3;109,824074;4345,238095;0;0;5806,927906;12275,29762;19900;0;36520,53571;98000;117900;19900;98000;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;60;36979,04297;2;329,472229;2,600731;1;1;1;0;0;0;0;0;1;2;3;2;;
32-13-62-49;2019,09;11;2;5;5;99,796296;60138,09524;10778,29253;4127,97619;2611,953661;18945,2381;12700;0;106689,6021;8166,666667;31644,9592;23478,29253;;6000;2166,666667;;;;;;;;;;;;;;;;;2;;;;;;1;3;1;46;33151,08984;2;498,981476;3,807887;1;3;;0;0;0;0;0;1;1;4;2;;1
32-14-69-94;2019,12;8;2;2;2;126,657407;57661,30952;36105,62461;0;2684,874361;0;13400;0;107166,9341;125000;174505,6246;49505,62461;;;125000;;;;;;;;;;;;;;;;;;;;;;;1;3;1;50;62718,53516;1;253,314819;1,827663;1;1;1;0;0;0;0;0;1;1;2;2;;
32-16-08-63;2019,11;1;1;3;3;164,703704;84536,60714;0;11514,88095;2497,31397;202084,2262;42277,77734;0;340413,4916;246500;288777,7773;42277,77734;150000;;;84000;;;;;;;;12500;;;;;;;;;1;;;;1;1;6;1;64;134159,2344;1;494,111115;2,600731;2;1;1;0;0;1;0;0;0;1;2;2;;1
32-16-70-30;2019,12;1;1;1;1;317,287037;31220,53571;0;0;1592,455345;2585,416667;34838,88867;0;68644,84105;152000;186838,8887;34838,88867;;;;52000;;;;;;;;100000;;;;;;;;;;1;;;1;2;7;3;67;91026,625;1;317,287048;1;2;1;1;0;1;0;0;0;0;1;3;2;;1
32-17-30-95;2019,06;10;1;2;2;51,435185;126967,8571;0;0;7811,237024;13687,5;32728,05566;0;173383,4128;108000;140728,0557;32728,05566;;;;108000;;;;;;;;;;;;;;;;;1;;1;;2;2;5;2;71;75036,27344;1;102,870369;1,827663;1;1;1;0;0;1;0;0;0;2;2;2;;1
32-17-48-45;2019,07;3;1;4;4;91,064815;45407,7381;23398,32066;11949,40476;2996,838257;27961,60714;28833,33331;0;137550,404;317000;369231,654;52231,65397;310000;;;;;;;;;;;;7000;;;;;;;2;;;;;;1;3;1;43;53901,27344;1;364,259247;3,084571;2;1;1;0;0;1;0;0;0;1;3;2;;
32-26-35-17;2019,05;7;1;6;4;199,569444;130139,881;0;0;3956,049606;36834,82143;42413,88892;0;209388,5913;631550;673963,8889;42413,88892;;;;;;;;;;;;;;631550;;;1;;1;;;;;;;1;;1;59;67972,28906;1;798,277771;2,826393;2;1;1;0;0;1;0;0;0;2;3;2;;1
32-27-21-98;2019,12;11;2;5;3;99,796296;38151,19048;16762,33001;0;2290,219812;46346,72619;19497,22217;0;120757,4688;45541,66667;81801,21884;36259,55217;;;8541,666667;37000;;;;;;;;;;;;;;;;;;1;;;1;1;3;1;50;53995,05078;1;299,388885;2,601558;1;2;;0;0;0;0;0;1;1;2;2;;1
32-29-44-25;2019,1;3;1;7;7;91,064815;30069,04762;0;10863,09524;1889,568717;56570,11905;92552,77344;0;190055,0353;285000;377552,7734;92552,77344;200000;;;80000;;;;;5000;;;;;;;;;1;;2;;1;1;;2;1;3;1;72;49291,47266;1;637,453674;5,198222;2;1;1;0;0;1;0;0;0;1;3;2;;2
