interview__key;date_q;hh_02;settlement;members;memnal;weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_1n;hous_29_2n;hous_29_3n;hous_29_4n;hous_29_5n;hous_29_6n;hous_39;hous_44;soc_01;soc_05;hous_47_8
87-37-00-28;2019,09;3;2;4;4;222,138889;39592,36111;11741,88851;0;2307,091166;23756,94444;40747,22222;0;115838,4163;135000;187489,1107;52489,11074;70000;55000;10000;;;;;;;;;;;;;;;;2;;;;;;;1;5;1;55;52466,64844;1;888,555542;2,471143;1;1;1;0;0;1;0;0;0;2;4;2;;1
87-37-31-19;2019,04;1;1;1;1;247,472222;15251,78571;12666,36905;0;767,208765;0;5069,444336;0;32987,5991;44000;61735,81338;17735,81338;;;;44000;;;;;;;;;;;;;;;;;;;1;;1;2;6;3;79;53181,14844;1;247,472229;1;2;1;1;0;0;0;0;0;0;1;2;2;;1
87-39-46-77;2019,07;1;1;3;3;92,657407;29373,80952;0;0;2480,508045;4758,035714;65022,22266;16666,66667;115820,7346;68500;133522,2227;65022,22266;;25000;;25500;18000;;;;;;;;;;;;;;;;;;;;;2;5;3;52;50155,16016;1;277,972229;2,600731;2;1;1;0;0;1;0;0;0;1;3;1;6;2
87-42-24-56;2019,02;11;2;6;6;99,796296;29786,60714;5306,622024;0;1000,037918;82142,85714;28666,66699;0;145902,7533;90000;123973,289;33973,28902;;;;90000;;;;;;;;;;;;;;1;1;;;2;;;2;1;5;1;66;45715,30078;1;598,777771;4,266974;1;3;;0;0;0;0;0;1;2;4;2;;1
87-43-84-39;2019,09;1;1;3;3;247,472222;115113,2576;2765,151515;0;3501,469801;24678,0303;31797,22217;0;174353,6616;650000;684562,3737;34562,37368;400000;250000;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;57;77892,85156;1;742,416687;2,108784;1;1;1;0;0;1;0;0;0;1;2;2;;1
87-48-15-55;2019,08;6;2;5;4;146,666667;11210,71429;22671,11788;0;3948,010916;17230,65476;49583,33203;0;100695,819;56666,66667;128921,1166;72254,44992;;;6666,666667;50000;;;;;;;;;;;;;1;;;;;;;;;1;3;1;53;43019,69531;2;586,666687;3,084974;1;1;2;0;0;0;0;0;1;1;4;2;;1
87-48-43-07;2019,09;11;2;3;3;99,796296;32480,65476;45153,51153;0;3841,604317;93024,53571;13300;0;183958,702;123291,6667;181745,1782;58453,51153;;60000;13625;;;;;;;;41666,66667;;8000;;;;;;;;;;;;;1;3;1;48;78635,95313;1;299,388885;2,600731;1;1;1;0;0;0;0;0;1;4;3;2;;
87-50-68-14;2019,09;3;1;4;4;91,064815;42018,45238;0;0;3353,799567;18360,11905;17900;0;78278,57143;269850;287750;17900;265000;;;;;;;;4850;;;;;;;;;;;1;;;;;;1;5;1;62;26605,51563;2;364,259247;3,340352;2;1;1;0;1;0;0;0;0;1;3;2;;2
87-52-44-20;2019,03;4;1;2;2;109,824074;30742,55952;1825;0;2599,612753;35500,59524;11900;0;79968,15476;146045;159770;13725;;;;98000;;;;;;;;;;48045;;;;;;;;;2;;2;1;4;1;71;66061,625;1;219,648148;1,827663;2;1;1;0;0;1;0;0;0;1;3;2;;
87-54-29-05;2019,11;8;2;4;4;126,657407;28352,67857;51143,20339;0;3724,713992;54602,08333;35898,61108;0;169996,5764;235583,3333;322625,1478;87041,81448;50000;60000;125583,3333;;;;;;;;;;;;;;;;;;;;;;;1;3;1;49;68746,69531;1;506,629639;3,340352;1;1;1;0;0;1;0;0;0;1;2;2;;
87-55-73-13;2019,1;1;1;4;2;254,351852;31698,51191;2835,782253;869,047619;1580,018598;37178,27381;144400;9166,666667;226148,2823;145666,6667;292902,4489;147235,7823;;;61666,66667;84000;;;;;;;;;;;;;;;;1;;;;;;1;3;1;51;83755,03906;1;508,703705;1,828534;1;1;1;0;0;1;0;0;0;1;3;2;;1
87-59-51-73;2019,03;6;2;3;3;146,666667;29960,41667;14176,33929;0;4647,571615;22317,55952;2680;0;69134,31548;5000;21856,33929;16856,33929;;;;;;;;;;;;;5000;;;;;;1;;;;;;;;;;;40198,92969;2;440;2,334661;4;1;3;0;0;0;0;0;1;1;5;2;;
87-68-27-23;2019,09;9;2;6;6;117,314815;59660,11905;37960;2607,142857;1873,194749;7625,892857;22992,26188;0;130845,4166;123000;183952,2619;60952,26188;80000;;;;43000;;;;;;;;;;;;;;2;2;;;;;;1;2;1;51;40740,83203;2;703,888916;3,77224;1;1;1;0;0;0;0;0;1;1;2;1;10;1
87-76-77-34;2019,1;1;1;1;1;164,703704;33653,86905;836,458333;0;1574,549842;1564,285714;11937,5;0;47992,1131;118200;130973,9583;12773,95833;;;;58200;;;;;;;;;;;60000;;;;;;;;1;;1;2;6;3;78;77129,8125;1;164,703705;1;2;1;1;0;1;1;0;0;0;1;3;2;;1
87-78-33-28;2019,12;8;1;1;1;185,768519;23029,76191;0;0;2194,95707;7169,642857;20898,61108;0;51098,01585;90000;110898,6111;20898,61108;65000;;;25000;;;;;;;;;;;;;;;;;;;;;;2;5;3;51;76424,53906;1;185,768524;1;2;1;1;0;0;1;0;0;0;1;3;2;;2
87-84-89-91;2019,08;1;1;6;6;21,481481;122057,7381;0;8690,47619;6105,678653;122801,4881;46827,77783;0;300377,4802;661000;707827,7778;46827,77783;480000;;;131000;;50000;;;;;;;;;;;1;;;;;;;;;1;6;1;54;65470,19531;1;128,888885;4,511097;2;1;1;0;0;1;0;0;0;1;1;2;;1
87-87-44-68;2019,02;4;1;7;7;109,824074;49600,89286;4301,785714;0;1162,993099;10645,83333;91930,55469;0;156479,0666;73000;169232,3404;96232,3404;40000;;;33000;;;;;;;;;;;;;2;;;;;;;1;1;1;2;3;87;39378,52734;2;768,768494;4,959367;2;1;1;0;0;1;0;0;0;1;3;2;;1
87-88-29-45;2019,12;11;2;7;7;99,796296;76606,54762;24590,14351;5648,809524;2796,90561;98702,08333;30083,33301;0;235630,917;286666,6667;341340,1432;54673,47652;89000;;126666,6667;71000;;;;;;;;;;;;;;;3;;;2;;;2;1;2;1;67;48854,61328;1;698,574097;4,718781;1;2;;0;0;0;0;0;1;3;3;2;;1
87-89-48-61;2019,1;10;2;2;2;40,74537;49796,42857;32014,54784;0;2369,488826;25000;28208,33301;0;135019,3094;109583,3333;169806,2142;60222,88085;80000;;29583,33333;;;;;;;;;;;;;;;;;;;;;;;1;3;1;57;77186,84375;1;81,490738;1,827663;1;1;2;0;0;0;0;0;1;4;4;2;;1
87-90-37-63;2019,07;4;1;1;1;109,824074;10450,29762;0;0;635,692239;0;2500;0;12950,29762;53000;55500;2500;;;;35000;18000;;;;;;;;;;;;;;;;;;1;;1;2;5;3;79;34545,78125;2;109,824074;1;1;1;3;0;0;0;0;0;1;2;3;1;3;
87-91-88-49;2019,01;1;1;3;3;92,657407;46407,14286;0;2389,880952;6652,7196;157080,3571;54800;0;260677,381;200000;254800;54800;200000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;55;62268,28906;1;277,972229;2,600731;2;1;1;0;0;1;0;0;0;1;2;2;;1
87-95-54-65;2019,03;1;1;2;2;326,87963;31242,26191;139,047619;0;2118,966781;13904,76191;27338,88867;0;72624,9601;73000;100477,9363;27477,93629;;;;73000;;;;;;;;;;;;;;;;;;2;;;2;1;3;1;70;52605,17188;1;653,759277;1,827663;2;1;1;0;1;0;0;0;0;1;3;2;;2
87-96-84-60;2019,03;1;1;2;1;317,287037;47580,35714;0;0;3925,076419;9059,821429;285008,3438;0;341648,5223;80800;365808,3438;285008,3438;;;;27000;;;;;;;;;;53800;;;;;;;;;1;;1;2;6;3;79;367155,0938;1;317,287048;1,000477;2;1;1;0;0;1;0;0;0;1;3;2;;
88-01-16-16;2019,04;2;2;2;2;128,05314;71327,08333;3079,6875;0;2873,071429;6300,595238;5020,833374;0;85728,19945;74500;82600,52087;8100,520874;;;12500;62000;;;;;;;;;;;;;;;;;1;1;;;2;1;1;1;69;47524,68359;1;256,106293;1,827663;1;1;2;0;0;1;0;0;0;4;3;2;;
88-02-65-48;2019,12;11;1;2;2;150,777778;71327,08333;7104,464286;0;2564,173291;19227,67857;34600,79376;0;132260,02;201106,6667;242811,9247;41705,25805;;;;70000;;;;;;;66666,66667;;5000;59440;;;;;;;;;2;;2;1;3;1;77;67821,71094;1;301,555542;1,827663;2;1;1;0;1;1;0;0;0;3;4;2;;
88-04-94-15;2019,05;4;1;1;1;109,824074;14665,17857;130,357143;0;5507,434096;3650;20941,66675;2083,333333;41470,5358;77500;98572,02389;21072,02389;;40000;;34500;;;;;;;;3000;;;;;;;;;1;;;;1;2;3;3;65;69465,625;1;109,824074;1;1;1;1;0;0;1;0;0;0;2;2;2;;1
88-06-24-66;2019,07;4;2;5;5;192,157407;60507,44048;4299,058;0;4101,830205;121492,8571;289500;0;475799,3556;248333,3333;542132,3913;293799,058;245000;;3333,333333;;;;;;;;;;;;;;;;;1;;;;;;1;6;1;52;130840,7266;1;960,787048;4,056056;1;1;1;0;0;1;0;0;0;2;3;2;;
88-07-40-36;2019,07;5;2;4;4;156,842593;19770,83333;25384,75177;0;3395,500035;34761,90476;8100;0;88017,48986;96250;129734,7518;33484,75177;;;96250;;;;;;;;;;;;;;;1;1;;;;;;;1;3;1;35;41572,53125;2;627,370361;2,825577;1;1;2;0;0;0;0;0;1;2;4;2;;
88-08-95-20;2019,12;6;2;2;2;146,666667;25832,44048;21061,974;0;3021,763744;51617,55952;24500;50000;173011,974;166833,3333;212395,3073;45561,974;;120000;5333,333333;41500;;;;;;;;;;;;;;;;;;;1;;1;2;5;3;79;82837,98438;1;293,333344;1,827663;1;1;1;0;0;0;0;0;1;2;3;2;;
88-10-86-93;2019,11;10;1;2;2;51,435185;54467,55952;0;0;5872,780987;42583,33333;21500;0;118550,8929;140000;161500;21500;140000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;55;77241,90625;1;102,870369;1,827663;2;1;1;0;0;1;0;0;0;1;2;2;;1
88-11-73-05;2019,04;1;1;4;4;294,296296;161360,4167;0;2389,880952;1541,953136;38546,42857;97900;0;300196,7262;300000;397900;97900;300000;;;;;;;;;;;;;;;;1;1;;;;;;;;1;6;1;38;61249,91406;1;1177,185181;2,825577;2;1;1;0;0;0;0;0;0;1;3;2;;
88-11-90-57;2019,01;4;1;6;6;109,824074;59616,66667;521,428571;0;3286,481326;7582,440476;75638,88867;0;143359,4244;120000;196160,3172;76160,31724;;120000;;;;;;;;;;;;;;;;1;1;;1;1;;;2;1;2;1;70;41254,87891;2;658,944458;4,266974;2;1;1;0;0;1;0;0;0;2;3;2;;
88-13-00-45;2019,05;10;2;5;4;40,74537;39041,96429;36044,15004;0;3648,210787;78660,71429;11469,44434;0;165216,273;282625;330138,5944;47513,59438;;;257125;25500;;;;;;;;;;;;;;1;1;;;1;;;1;2;3;3;69;59405,02734;1;162,981476;2,825985;1;1;1;0;0;0;0;0;1;5;3;2;;
88-13-98-71;2019,03;7;1;6;6;199,569444;32958,63095;64574,21786;0;5584,995168;31502,97619;55408,33203;0;184444,157;189000;308982,5499;119982,5499;150000;;;;34000;;;;;;;;5000;;;;1;;1;1;;;;;;1;3;1;41;50547,83594;1;1197,416626;4,020745;2;1;1;0;1;1;0;0;0;1;3;1;15;1
88-15-25-96;2019,08;10;1;2;2;51,435185;71435,71429;8053,976611;0;5516,502564;5322,916667;17300;0;102112,6076;141300;166653,9766;25353,97661;;10000;7000;30000;;;;;;;;;;94300;;;;;;;;;;;;1;5;1;55;52083,09766;1;102,870369;1,827663;1;1;1;0;0;0;0;0;1;2;3;2;;1
88-16-12-38;2019,02;1;1;2;2;247,472222;34544,64286;0;14773,80952;2766,506333;7821,428571;30607,77783;0;87747,65878;150000;180607,7778;30607,77783;150000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;61;56630,25781;1;494,944458;1,827663;1;1;1;0;0;1;0;0;0;1;3;2;;2
88-18-21-11;2019,05;2;1;2;2;76,87037;33914,58333;0;0;2626,479167;3802,083333;10613,88892;0;48330,55558;77000;87613,88892;10613,88892;;;;77000;;;;;;;;;;;;;;;;;;;1;1;2;1;2;1;81;38515,55469;2;153,740738;1,598405;2;1;1;0;0;1;0;0;0;2;2;2;;
88-18-25-82;2019,07;1;1;1;1;173,953704;22877,67857;0;0;802,342771;16338,09524;18341,66675;0;57557,44056;80000;98341,66675;18341,66675;;80000;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;60;74422,78906;1;173,953705;1;2;1;1;0;1;1;0;0;0;1;2;2;;1
88-20-47-63;2019,11;4;2;6;6;192,157407;19423,21429;325,892857;0;2035,175023;25919,34524;8548,611084;0;54217,06347;171666,6667;180541,1706;8874,503941;70000;25000;49166,66667;27500;;;;;;;;;;;;;1;;2;;;1;;;1;2;3;3;66;30156,75781;2;1152,944458;4,020745;1;1;2;0;1;0;0;0;0;2;3;2;;
88-21-58-99;2019,03;7;1;2;2;199,569444;59269,04762;0;0;4828,115315;3932,440476;23097,22217;0;86298,71026;109000;132097,2222;23097,22217;;;;86000;23000;;;;;;;;;;;;;;;;;;;2;2;1;2;1;83;45765,68359;1;399,138885;1,827663;2;1;1;0;0;1;0;0;0;1;3;1;12;1
88-21-65-93;2019,02;10;2;2;2;40,74537;63494,79167;41124,05745;0;5646,473756;67295,13889;33636,10938;0;205550,0974;36041,66667;110801,8335;74760,16683;;;16041,66667;;;;;;;;;;20000;;;;;;;;;;;;;1;3;1;61;130490,2188;1;81,490738;1,481947;1;1;2;0;0;0;0;0;1;2;3;2;;1
88-24-93-92;2019,07;2;2;1;1;128,05314;11905,95238;1086,309524;0;603,759399;8038,690476;16708,33301;0;37739,28539;29000;46794,64253;17794,64253;;;;29000;;;;;;;;;;;;;;;;;;;;;;1;3;4;59;50939,5;1;128,053146;1;5;1;2;0;0;0;0;0;1;2;5;2;;1
88-29-33-07;2019,03;4;2;9;9;192,157407;87230,65476;62381,58861;0;7648,653649;46450,59524;85208,33342;0;281271,172;94000;241589,922;147589,922;70000;;;24000;;;;;;;;;;;;;1;;1;1;1;;;;1;1;3;1;63;58977,85938;1;1729,416626;6,071827;1;1;1;0;0;1;0;0;0;2;3;2;;
88-31-70-63;2019,03;8;1;2;2;185,768519;29200;651,785714;0;5512,329541;33578,86905;10055,55566;0;73486,21043;80000;90707,34138;10707,34138;80000;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;60;53074,19531;1;371,537048;1,827663;4;1;1;0;0;0;0;0;1;1;5;2;;
88-33-39-82;2019,09;1;1;6;4;118,388889;85672,88691;1629,464286;304,166667;2460,076428;21682,7381;138552,4993;100000;347841,7553;251090;391271,9636;140181,9636;90000;;;55000;;;;;;;;;;106090;;;;;;2;;;1;;1;2;6;1;43;88262,83594;1;473,555542;2,826393;2;1;1;0;0;1;0;0;0;1;3;2;;1
88-33-95-87;2019,12;4;2;4;3;192,157407;148020,5357;0;0;2251,350619;12433,33333;41916,66602;0;202370,5351;437500;479416,666;41916,66602;;;437500;;;;;;;;;;;;;;;;;;;;;;;1;3;1;61;39837,62109;2;576,472229;2,601145;1;1;2;0;0;0;0;0;1;2;3;2;;
88-36-20-57;2019,1;1;1;1;1;118,388889;45342,55952;0;0;2501,134658;16338,09524;15601,66675;0;77282,32151;48300;63901,66675;15601,66675;;;;30300;18000;;;;;;;;;;;;;;;;;1;;;1;2;3;3;66;84760,84375;1;118,388885;1;1;1;1;0;0;1;0;0;0;1;2;1;3;3
88-37-53-11;2019,11;3;2;6;6;222,138889;86622,32143;3460,519442;5431,547619;5781,565016;50934,52381;46511,11133;0;192960,0236;194666,6667;244638,2974;49971,63077;88000;30000;6666,666667;70000;;;;;;;;;;;;;2;;;;;1;1;;2;1;3;1;71;45002,65625;1;1332,833374;4,266974;1;1;1;0;0;0;0;0;1;2;4;2;;1
88-37-87-21;2019,11;1;1;3;3;326,87963;24963,39286;13297,98043;6517,857143;1147,068441;12014,58333;11000;0;67793,81376;82500;106797,9804;24297,98043;;62500;;;;;;;;;;;20000;;;;;;1;;;;;;;2;3;4;43;38747,6875;2;980,638916;2,334661;2;1;1;0;1;0;0;0;0;1;3;2;;2
88-39-45-98;2019,06;2;1;4;4;76,87037;32437,20238;814,732143;0;7178,985119;19010,41667;12600;0;64862,35119;118000;131414,7321;13414,73214;100000;;;;18000;;;;;;;;;;;;;;2;;;;;;;1;3;1;44;34835,16016;2;307,481476;2,825577;1;1;1;0;0;1;0;0;0;1;2;1;2;1
88-40-76-92;2019,08;3;2;2;2;222,138889;18793,15476;3617,410714;0;1497,402472;5322,916667;17831,94434;0;45565,42648;85500;106949,3551;21449,35505;;25000;;25500;18000;;;;;;;;17000;;;;;;;;;;;;;2;3;3;51;38196,91406;2;444,277771;1,827663;1;1;2;0;0;0;0;0;1;2;5;1;28;1
88-41-56-36;2019,08;6;2;7;7;146,666667;99397,32143;14295,83333;30416,66667;2569,484134;62028,27381;48635,11897;0;254773,2142;344883,3333;407814,2856;62930,9523;80000;45000;110750;35500;4833,333333;;;;;;;;15000;53800;;;1;;1;;1;;;;1;1;3;1;63;55101,28906;1;1026,666626;4,959367;1;3;;0;0;0;0;0;1;1;3;1;0;1
88-43-13-40;2019,07;1;1;2;1;118,388889;170561,4583;0;17380,95238;2340,582381;109586,9048;23100;0;320629,3155;288270;311370;23100;;;;;;;;;;;;;;288270;;;;;;;;;;;;1;;1;69;226067,5625;1;118,388885;1,000477;2;1;1;0;0;1;0;0;0;1;2;2;;1
88-44-64-82;2019,08;10;2;5;5;40,74537;66503,86905;27735,35333;0;3617,652114;74625,59524;327066,6563;0;495931,4739;350000;704802,0096;354802,0096;350000;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;54;131492,4063;1;203,726852;4,056056;1;1;1;0;0;1;0;0;0;2;2;2;;3
88-44-91-75;2019,03;3;2;5;5;222,138889;65308,92857;29049,446;0;3926,071739;35099,70238;30950;0;160408,077;281766,6667;341766,1127;59999,446;132600;110000;12166,66667;27000;;;;;;;;;;;;;1;;;;;1;;;1;1;3;1;66;45216,15234;1;1110,694458;3,807887;2;1;1;0;0;0;0;0;1;2;4;2;;1
88-49-21-91;2019,02;9;1;2;2;117,453704;46754,76191;0;0;3270,998678;6430,952381;22620,55566;0;75806,26995;83000;105620,5557;22620,55566;;;;83000;;;;;;;;;;;;;;;;;1;1;;;2;1;3;1;68;54792,55859;1;234,90741;1,827663;2;1;1;0;1;0;0;0;0;1;2;2;;1
88-50-86-18;2019,1;1;1;7;7;164,703704;86339,88095;0;0;7512,243283;109930,6548;122244,4492;20000;338514,9849;329000;451244,4492;122244,4492;311000;;;;;;18000;;;;;;;;;;1;;1;;;;;;;2;5;3;56;60699,35547;1;1152,925903;4,959367;2;1;1;0;0;1;0;0;0;1;3;2;;1
88-56-14-82;2019,04;1;1;5;5;164,703704;40258,63095;25886,75595;0;1957,941123;22464,88095;38833,33331;0;127443,6012;349300;414020,0893;64720,08927;180000;;;;35000;;;;;;;;;134300;;;1;;2;;;;;;;1;6;1;39;48158,45313;1;823,518494;3,303996;2;1;1;0;0;0;0;0;0;1;2;1;5;1
88-57-91-70;2019,11;9;1;1;1;117,453704;43430,65476;0;0;1331,513197;3736,904762;7776,666626;0;54944,22615;75500;83276,66663;7776,666626;;;;56000;;;;;;;;;19500;;;;;;;;;;1;;1;2;3;3;76;64424,10938;1;117,453705;1;2;1;1;0;1;0;0;0;0;1;3;2;;1
88-58-24-06;2019,12;4;1;4;4;109,824074;176155,9524;151,307404;0;3523,340177;70692,67857;45547,22266;0;292547,161;314500;360198,5301;45698,53006;284000;;;30500;;;;;;;;;;;;;;;;;;;;;;2;5;3;56;58396,23047;1;439,296295;3,340352;2;1;1;0;1;0;0;0;0;1;3;2;;
88-59-43-98;2019,09;1;1;4;4;247,472222;127050,4167;0;0;3197,658447;109820,4167;67763,3335;4166,666667;308800,8335;421315;489078,3335;67763,3335;85000;;;;;;;;;;;;;336315;;;;;;1;;;;;;1;3;1;45;107392,3281;1;989,888916;2,493122;1;1;1;0;0;1;0;0;0;1;2;2;;1
88-62-21-35;2019,02;4;1;2;1;109,824074;54206,84524;0;0;1562,755004;16707,44048;20013,88892;0;90928,17463;129400;149413,8889;20013,88892;103000;;;26400;;;;;;;;;;;;;;;;;;1;;;1;2;3;4;67;94912,02344;1;109,824074;1,000477;2;1;1;0;0;0;0;0;0;1;4;2;;
88-67-20-78;2019,12;1;1;1;1;164,703704;43474,10714;0;0;1053,121271;30069,04762;38908,33301;0;112451,4878;154300;193208,333;38908,33301;;;;35000;;;;;;;;;;119300;;;;;;;1;;;;1;2;3;3;65;128161,8359;1;164,703705;1;2;1;1;0;0;1;0;0;0;1;3;2;;1
88-67-53-97;2019,03;9;2;3;2;117,314815;34110,11905;8428,881225;0;2925,682242;2129,166667;6100;0;50768,16694;193208,3333;207737,2146;14528,88123;180000;;13208,33333;;;;;;;;;;;;;;;;;;;;;;;1;3;1;52;36055,4375;2;234,629623;1,828099;1;1;1;0;0;0;0;0;1;2;3;2;;
88-72-10-36;2019,09;3;1;1;1;91,064815;30340,625;9598,592956;0;1676,465265;42764,0625;78400;0;161103,2805;173500;261498,593;87998,59296;110000;;;;;;;;;;;;63500;;;;;;;;;;;;;1;3;2;25;214629,8594;1;91,064812;0,614769;2;1;1;0;1;0;0;0;0;1;3;2;;
88-72-85-50;2019,11;3;1;5;5;91,064815;26744,94048;1078,598797;0;1655,38324;15751,4881;39566,66602;20833,33333;103975,0267;220000;260645,2648;40645,26481;220000;;;;;;;;;;;;;;;;1;;2;;;;;;;1;3;1;37;41117,83984;2;455,324066;3,303996;2;1;1;0;0;1;0;0;0;1;3;2;;2
88-73-29-26;2019,1;1;1;3;3;21,481481;69350;0;0;3804,706086;35674,40476;53016,66797;0;158041,0727;100300;153316,668;53016,66797;70000;;;30300;;;;;;;;;;;;;;;;;1;;;;1;2;4;3;63;69522,17188;1;64,444443;2,600731;1;1;1;0;0;1;0;0;0;1;3;2;;1
88-73-61-58;2019,09;6;1;2;2;156,330247;59244,90741;14879,75848;0;1857,24443;11524,53704;69197,22134;58333,33333;213179,7576;100000;184076,9798;84076,97982;;;;;;;;;;;;;100000;;;;;;;1;;;;;;2;6;3;57;153447,5313;1;312,660492;1,244717;1;1;1;0;0;0;0;0;1;2;3;2;;1
88-74-50-19;2019,01;1;1;5;5;294,296296;72000,59524;0;0;2354,272847;5648,809524;62127,77783;80075;219852,1826;455000;517127,7778;62127,77783;320000;100000;;35000;;;;;;;;;;;;;;;;;;;;1;1;2;2;3;83;38750,69141;2;1471,481445;4,056056;2;1;1;0;0;1;0;0;0;1;3;2;;1
88-74-97-27;2019,07;8;1;1;1;185,768519;13231,25;847,321429;0;1503,946156;2737,5;43977,77734;0;60793,84877;56000;100825,0988;44825,09877;;;;38000;18000;;;;;;;;;;;;;;;;;;1;;1;2;2;3;77;66087,28906;1;185,768524;1;2;1;1;0;0;1;0;0;0;1;3;1;10;2
88-75-19-82;2019,05;3;1;2;1;91,064815;38963,75;4520,356051;0;2731,213888;34735,83333;14900;0;93119,93938;210000;229420,3561;19420,35605;110000;;;;;;;;;;;;;100000;;;;;;;;;;;;2;6;3;51;127242,5625;1;91,064812;0,746863;1;1;1;0;0;1;0;0;0;2;3;2;;
88-76-12-98;2019,06;1;1;1;1;92,657407;18880,05952;0;0;5099,927942;30394,94048;21700;0;70975;250000;271700;21700;;250000;;;;;;;;;;;;;;;;;;;;;;;;1;6;4;58;92373,78125;1;92,65741;1;2;1;1;0;0;1;0;0;0;1;3;2;;1
88-77-97-49;2019,06;11;2;3;3;99,796296;60898,51191;2844,39231;0;2312,326969;9928,869048;20708,33301;0;94380,10627;6000;29552,72532;23552,72532;;;4000;;;;;;;;;;2000;;;;;;;;;;;;;1;5;1;60;40233,25;2;299,388885;2,600731;1;3;;0;0;0;0;0;1;3;4;2;;1
88-78-70-98;2019,11;7;1;5;5;199,569444;36891,07143;1846,72619;0;3886,600273;3041,666667;59486,10938;0;101265,5737;287000;348332,8356;61332,83557;155000;;;132000;;;;;;;;;;;;;;;;;1;;;;1;2;3;1;63;41276,89453;2;997,847229;4,056056;2;1;1;0;1;0;0;0;0;1;2;2;;1
88-82-35-69;2019,05;9;2;4;4;117,314815;55423,51191;44948,75884;0;1580,218251;51229,46429;28569,44434;0;180171,1794;260000;333518,2032;73518,20318;130000;40000;64500;25500;;;;;;;;;;;;;;;;;;;;;;1;6;1;56;53830,99219;1;469,259247;3,340352;1;1;1;0;0;0;0;0;1;2;3;2;;1
88-82-45-51;2019,07;10;2;6;6;40,74537;29873,51191;43016,47119;0;3983,456787;47157,7381;22200;0;142247,7212;263333,3333;328549,8045;65216,47119;200000;;33333,33333;30000;;;;;;;;;;;;;1;;1;;;;;;;1;6;1;58;39886,23438;2;244,472229;4,266974;1;1;1;0;0;0;0;0;1;1;3;2;;1
88-84-01-64;2019,1;1;1;3;3;24,027778;28265,77381;0;9994,047619;1188,872753;19988,09524;47949,99933;20833,33333;127031,2493;269950;317899,9993;47949,99933;205000;;;60000;;;;;4950;;;;;;;;;;;1;;1;;;1;2;6;4;47;48261,88281;1;72,083336;2,600731;1;1;1;0;0;1;0;0;0;1;5;2;;
88-86-50-67;2019,06;9;1;4;4;117,453704;109586,9048;5661,359918;0;9887,855323;9647,321429;16259,72217;0;141155,3083;155000;176921,0821;21921,08209;155000;;;;;;;;;;;;;;;;;;1;1;;;;;;1;3;1;48;45790,84766;1;469,814819;2,825577;2;1;1;0;1;0;0;0;0;1;3;2;;1
88-87-17-85;2019,12;6;2;4;4;146,666667;192363,6905;9104,192069;0;2481,146254;87190,47619;9500;0;298158,3587;0;18604,19207;18604,19207;;;;;;;;;;;;;;;;;;;;2;;;;;;1;6;1;39;68822,59375;1;586,666687;3,340352;1;3;;0;0;0;0;0;1;4;3;2;;
88-89-53-17;2019,02;1;1;1;1;118,388889;18858,33333;6536,47953;0;1811,179084;2911,309524;160410,5158;0;188716,6382;170200;337146,9953;166946,9953;;;;39500;;;;;;;;;50000;80700;;;;;;;;1;;;1;2;5;3;68;130764,1641;1;118,388885;1;2;1;1;0;1;0;0;0;0;1;2;2;;1
88-90-43-23;2019,09;1;1;4;4;254,351852;95986,30952;0;19119,04762;4460,489335;50687,20238;79754,1665;41666,66667;287213,3927;290000;369754,1665;79754,1665;290000;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;51;59019,95703;1;1017,40741;3,340352;2;1;1;0;1;0;0;0;0;1;4;2;;1
88-91-98-67;2019,1;11;1;5;5;150,777778;107457,7381;782,142857;6735,119048;2834,060891;75440,47619;82658,33472;0;273073,8109;157000;240440,4776;83440,47757;150000;;;;;;;;;;;;7000;;;;1;1;1;;;;;;;1;6;1;40;75221;1;753,888916;3,303996;2;1;1;0;0;1;0;0;0;1;2;2;;1
88-92-40-86;2019,08;4;2;5;5;192,157407;23247,02381;9331,39881;0;2047,586947;52897,32143;6975;0;92450,74405;198666,6667;214973,0655;16306,39881;132000;;66666,66667;;;;;;;;;;;;;;;;1;2;;;;;;1;3;1;54;33796,30859;2;960,787048;3,557276;1;5;;0;0;0;0;0;1;2;4;2;;
